Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:55:35:43.840,61,0.0000000000,0.0000000000,0.0000000000,0.2620935738,0.0861400291,0.1141703799,0.1765363663,0.0000000000,0.0000000000,0.3706175089,0.0000000000,0.0850073472,0.1154051572,0.1765332520,0.0878608152,0.0366617218,0.0000000000,0.1572380364,0.1906250268,0.5060963035,0.6783031225,0.0225768797,0.0000000000,0.0000000000,0.0000000000,0.1965871006,0.1572637558,0.0216582995,0.0226429254,0.1741197556,0.1436396539,0.1077518240,0.0385475829,0.2966988385,0.1603517085,0.0848514065,0.0933957174,0.0995111987,0.1079601496,0.0515189655,0.0482716858,0.0730674565,0.0734938830,0.0718710274,0.0000000000,0.0000000000,0.1336946934,0.0696349591,0.0965633616,0.0728163272,0.0642178357,0.0000000572,-0.1085180715,0.2418460548,-1.7443879843,-0.2262389362,-0.0380618349,0.0085417163,-0.1599898040,-0.0380721278,0.0060680583
11:55:35:44.840,61,0.0000000000,0.0000000000,0.0000000000,0.2630692124,0.0870707408,0.1147005633,0.1756680161,0.0000000000,0.0000000000,0.3715545833,0.0000000000,0.0859230384,0.1159330755,0.1756652296,0.0878177136,0.0362714715,0.0000000000,0.1576197743,0.1910130084,0.5047838688,0.6829435825,0.0223076846,0.0000000000,0.0000000000,0.0000000000,0.1751779318,0.1377697885,0.0216472074,0.0225802101,0.1742347479,0.1439869404,0.1077910513,0.0389841050,0.2989257276,0.1615310162,0.0846150890,0.0929821357,0.0997380391,0.1082616746,0.0512389727,0.0480136871,0.0731354579,0.0735579208,0.0715727508,0.0000000000,0.0000000000,0.1334092021,0.0700312853,0.0968125984,0.0732162520,0.0645705014,0.0000000633,-0.1101103276,0.2427309901,-1.7454817295,-0.2268075198,-0.0384768955,0.0086562755,-0.1605829000,-0.0384871848,0.0061568175
11:55:35:45.842,61,0.0000000000,0.0000000000,0.0000000000,0.2641453445,0.0869781300,0.1149339676,0.1751062125,0.0000000000,0.0000000000,0.3725768626,0.0000000000,0.0858284160,0.1161604896,0.1751026064,0.0876943469,0.0357803218,0.0000000000,0.1576322615,0.1910115033,0.5039296150,0.6831473708,0.0213889237,0.0000000000,0.0000000000,0.0000000000,0.1728405803,0.1351142377,0.0216467772,0.0225285515,0.1744424999,0.1444762349,0.1078205705,0.0392919257,0.3004148006,0.1625583172,0.0844147801,0.0926380530,0.1000193581,0.1086397842,0.0511333458,0.0479698405,0.0728091970,0.0732394233,0.0715212598,0.0000000000,0.0000000000,0.1331004202,0.0703972578,0.0970955789,0.0735722855,0.0649003983,0.0000000638,-0.1085426882,0.2436870039,-1.7458293438,-0.2274318486,-0.0384400636,0.0086713759,-0.1612400413,-0.0384503528,0.0061758724
11:55:35:46.844,61,0.0000000000,0.0000000000,0.0000000000,0.2632802427,0.0883227959,0.1153544039,0.1762311310,0.0000000000,0.0000000000,0.3717201948,0.0000000000,0.0871587694,0.1165818721,0.1762165725,0.0878033191,0.0354701243,0.0000000000,0.1533257216,0.1846176237,0.5024774671,0.6818565130,0.0207126420,0.0000000000,0.0000000000,0.0000000000,0.1924364567,0.1423746794,0.0215815883,0.0224100463,0.1749313325,0.1450557411,0.1079845279,0.0392836332,0.3248066008,0.1840973347,0.0843385607,0.0924673900,0.1000821292,0.1087369099,0.0511672311,0.0480829254,0.0730215311,0.0734649226,0.0713795498,0.0000000000,0.0000000000,0.1332063526,0.0706892908,0.0973619819,0.0737276599,0.0650898889,0.0000000358,-0.1080698818,0.2431793064,-1.7469966412,-0.2269038856,-0.0390311368,0.0087847523,-0.1607083082,-0.0390414149,0.0062504020
11:55:35:47.847,61,0.0000000000,0.0000000000,0.0000000000,0.2642247975,0.0897885785,0.1156285182,0.1763985306,0.0000000000,0.0000000000,0.3726379275,0.0000000000,0.0886025056,0.1168552637,0.1763799787,0.0880817473,0.0352670588,0.0000000000,0.1472513825,0.1760322303,0.4934725761,0.6760407686,0.0202309377,0.0000000000,0.0000000000,0.0000000000,0.1997943372,0.1488610059,0.0215027034,0.0222760849,0.1752471328,0.1453810930,0.1083571687,0.0391580611,0.3363263905,0.1948495209,0.0844233856,0.0925120711,0.0999096781,0.1085697487,0.0512941964,0.0482759550,0.0729287416,0.0733902454,0.0713783801,0.0000000000,0.0000000000,0.1331693679,0.0709779859,0.0976457819,0.0738973543,0.0652578473,0.0000000261,-0.1089869738,0.2427778095,-1.7482051849,-0.2274585217,-0.0396827795,0.0089530163,-0.1612808108,-0.0396930389,0.0063772714
11:55:35:48.846,61,0.0000000000,0.0000000000,0.0000000000,0.2651819885,0.0887625739,0.1143199876,0.1765251011,0.0000000000,0.0000000000,0.3735964894,0.0000000000,0.0875862017,0.1154432297,0.1764994860,0.0876900405,0.0348391160,0.0000000000,0.1414527744,0.1688245237,0.5048319697,0.6989184618,0.0186395664,0.0000000000,0.0000000000,0.0000000000,0.1981877834,0.1485480666,0.0214204974,0.0221216492,0.1753888875,0.1455619931,0.1079897061,0.0389704220,0.3420173228,0.1994376332,0.0844379961,0.0925704315,0.0993944481,0.1080703810,0.0512069799,0.0482992604,0.0728766695,0.0733699873,0.0711750090,0.0000000000,0.0000000000,0.1330821216,0.0707837567,0.0972584337,0.0739672929,0.0653362051,0.0000000162,-0.1077736020,0.2430672944,-1.7491161823,-0.2280475497,-0.0392329395,0.0088739488,-0.1618679315,-0.0392432213,0.0063276803
11:55:35:49.848,61,0.0000000000,0.0000000000,0.0000000000,0.2680604160,0.0898839235,0.1135921404,0.1760271192,0.0000000000,0.0000000000,0.3765332997,0.0000000000,0.0886815414,0.1146757081,0.1759833992,0.0877567530,0.0345954448,0.0000000000,0.1376567930,0.1608113050,0.4059875607,0.6369755268,0.0147500234,0.0000000000,0.0000000000,0.0000000000,0.2710293233,0.2109797895,0.0212121028,0.0218625590,0.1740658432,0.1452207267,0.1092805937,0.0386490002,0.3610104322,0.2103911638,0.0847432688,0.0929627568,0.0894493759,0.0986612365,0.0506212339,0.0479690246,0.0726954415,0.0732323378,0.0711426735,0.0000000000,0.0000000000,0.1327324510,0.0706366450,0.0971002057,0.0738553703,0.0652728230,0.0000000099,-0.1063139811,0.2425657064,-1.7515412569,-0.2298358530,-0.0397401638,0.0090580331,-0.1636217535,-0.0397504494,0.0064783776
11:55:35:50.850,61,0.0000000000,0.0000000000,0.0000000000,0.2708920240,0.0897668675,0.1095555052,0.1724503934,0.0000000000,0.0000000000,0.3794046640,0.0000000000,0.0885549337,0.1104269624,0.1723219454,0.0881835073,0.0343501791,0.0000000000,0.0864859596,0.0988764465,0.3185226321,0.6286873817,0.0114360778,0.0000000000,0.0000000000,0.0000000000,0.3350528479,0.2607597411,0.0208046809,0.0214042980,0.1605689079,0.1367873251,0.1110318676,0.0363651738,0.4527393281,0.2973650098,0.0883209482,0.1000467762,0.0693296492,0.0765150040,0.0499731936,0.0476025864,0.0724899322,0.0731232390,0.0709472820,0.0000000000,0.0000000000,0.1328743100,0.0702310950,0.0966924131,0.0736459866,0.0650964752,0.0000000073,-0.1067781895,0.2425724119,-1.7543995380,-0.2315890044,-0.0396997780,0.0091166031,-0.1653504372,-0.0397100784,0.0065395446
11:55:35:51.852,61,0.0000000000,0.0000000000,0.0000000000,0.2727589905,0.0904324874,0.1079926267,0.1698013842,0.0000000000,0.0000000000,0.3814708292,0.0000000000,0.0892021358,0.1087978557,0.1696150452,0.0884964839,0.0343571231,0.0000000000,0.0774721280,0.0875318199,0.2893835902,0.5379527211,0.0090997303,0.0000000000,0.0000000000,0.0000000000,0.3624302149,0.2864099145,0.0203826204,0.0209608376,0.1533250064,0.1319905967,0.1120479926,0.0352756344,0.4302926064,0.2849134207,0.0897446349,0.1024061739,0.0628216639,0.0696739331,0.0474452376,0.0468498133,0.0722387582,0.0729816705,0.0709517673,0.0000000000,0.0000000000,0.1271162480,0.0700169802,0.0967775434,0.0732114390,0.0647788718,0.0000000085,-0.1058342680,0.2434601337,-1.7583379745,-0.2328475565,-0.0400018543,0.0092350561,-0.1664880961,-0.0400121547,0.0066342596
11:55:35:52.853,61,0.0000000000,0.0000000000,0.0000000000,0.2729758322,0.0905858725,0.1073075980,0.1690434366,0.0000000000,0.0000000000,0.3818394840,0.0000000000,0.0893506557,0.1080831140,0.1688369960,0.0854805186,0.0339920335,0.0000000000,0.1254072636,0.1462347358,0.3572222292,0.4580548406,0.0073904749,0.0000000000,0.0000000000,0.0000000000,0.2127777487,0.1456151605,0.0203186702,0.0209290516,0.1503390968,0.1303715408,0.1119611487,0.0350770988,0.2919426262,0.1734078228,0.0886851102,0.0990786478,0.0752353072,0.0873848051,0.0464916416,0.0465149619,0.0719299614,0.0727652088,0.0711569563,0.0000000000,0.0000000000,0.1070276350,0.0700077489,0.0972549617,0.0727942437,0.0645155832,0.0000000059,-0.1072143689,0.2430269569,-1.7615383863,-0.2330719382,-0.0400705859,0.0092596933,-0.1666200012,-0.0400809087,0.0066508879
11:55:35:53.854,61,0.0000000000,0.0000000000,0.0000000000,0.2744286060,0.0969577283,0.1070174873,0.1692273617,0.0000000000,0.0000000000,0.3834421635,0.0000000000,0.0956295207,0.1077713072,0.1689999104,0.0846033618,0.0334680602,0.0000000000,0.1440380663,0.1624231786,0.2783001363,0.3858904541,0.0053851800,0.0000000000,0.0000000000,0.0000000000,0.1785573512,0.1129110381,0.0204143748,0.0210610181,0.1471350938,0.1292444319,0.1136823818,0.0377502851,0.2542153895,0.1424655318,0.0831260681,0.0912968665,0.0780475140,0.0914458632,0.0424417853,0.0439226627,0.0680194721,0.0695125386,0.0717004240,0.0000000000,0.0000000000,0.0944431275,0.0702292323,0.0985911265,0.0722235069,0.0641350746,0.0000000059,-0.1094610244,0.2424502522,-1.7624570131,-0.2340238392,-0.0428962372,0.0099531375,-0.1674875021,-0.0429065563,0.0071570305
11:55:35:54.856,61,0.0000000000,0.0000000000,0.0000000000,0.2750177383,0.1187329963,0.1072438806,0.1698461175,0.0000000000,0.0000000000,0.3842526972,0.0000000000,0.1171061322,0.1080060080,0.1696179807,0.0840548649,0.0337073207,0.0000000000,0.1948845983,0.2073460221,0.2614177763,0.3596853614,0.0043468000,0.0000000000,0.0000000000,0.0000000000,0.1609232724,0.1030822918,0.0207345001,0.0214614198,0.1445562094,0.1284062415,0.1145948097,0.0502263717,0.2025605440,0.1117040366,0.0696003884,0.0768457800,0.0849750414,0.0957334712,0.0378764570,0.0395187847,0.0499957502,0.0512583144,0.0794241875,0.0000000000,0.0000000000,0.0798571035,0.0707054585,0.1011923775,0.0695429295,0.0630180016,0.0000000054,-0.1123089716,0.2416126877,-1.7627377510,-0.2344145477,-0.0525352694,0.0122131882,-0.1677712351,-0.0525454730,0.0087821791
11:55:35:56.219,61,0.0000000000,0.0000000000,0.0000000000,0.2751698792,0.1200514063,0.1070078760,0.1705614924,0.0000000000,0.0000000000,0.3844534755,0.0000000000,0.1184051931,0.1077908650,0.1703571230,0.0834401846,0.0355048925,0.0000000000,0.2213025242,0.2394387275,0.2535333633,0.3763122261,0.0041265795,0.0000000000,0.0000000000,0.0000000000,0.1575455815,0.1261017621,0.0210576020,0.0218742490,0.1417265236,0.1276571006,0.1149630398,0.0572070330,0.1819377840,0.0959753841,0.0601242296,0.0659223944,0.0888855159,0.0979862064,0.0344981886,0.0356530584,0.0381899923,0.0390347987,0.0859144405,0.0000000000,0.0000000000,0.0706442967,0.0710520819,0.1022853777,0.0674244016,0.0618164353,0.0000000012,-0.1310934722,0.2517445385,-1.7556965351,-0.2345300615,-0.0531195477,0.0123552298,-0.1678589433,-0.0531297401,0.0088846087
11:55:35:56.859,61,0.0000000000,0.0000000000,0.0000000000,0.2736274302,0.1258860826,0.1066760868,0.1708232164,0.0000000000,0.0000000000,0.3830771744,0.0000000000,0.1241664365,0.1074858680,0.1706342101,0.0820215270,0.0377446450,0.0000000000,0.2402866334,0.2609756291,0.2496728152,0.3724732697,0.0069620460,0.0000000000,0.0000000000,0.0000000000,0.1583503634,0.1374033093,0.0214332771,0.0223309826,0.1406646371,0.1274509877,0.1148504317,0.0616804212,0.1586467326,0.0823929459,0.0521595627,0.0565640591,0.0935722664,0.1006963253,0.0318844542,0.0322510153,0.0285914019,0.0290533099,0.0925082266,0.0000000000,0.0000000000,0.0608415008,0.0711529106,0.1026040465,0.0653021187,0.0598834492,0.0000000005,-0.1310934722,0.2517445385,-1.7556965351,-0.2336588055,-0.0556927323,0.0129076401,-0.1668950468,-0.0557029136,0.0092627611
11:55:35:57.861,61,0.0000000000,0.0000000000,0.0000000000,0.2768835425,0.1279312968,0.1064570844,0.1729344875,0.0000000000,0.0000000000,0.3862890601,0.0000000000,0.1261675954,0.1073266864,0.1727985889,0.0789208710,0.0429186933,0.0000000000,0.2481399179,0.2696364522,0.2411074340,0.3670079410,0.0114614461,0.0000000000,0.0000000000,0.0000000000,0.1581207514,0.1415576786,0.0217488185,0.0227369256,0.1396849453,0.1269999593,0.1144517586,0.0638509691,0.1495905221,0.0764262825,0.0475297868,0.0514043570,0.0952956155,0.1016299501,0.0298983883,0.0297920238,0.0230799280,0.0233735852,0.0963968709,0.0000000000,0.0000000000,0.0560696833,0.0711853504,0.1028407365,0.0636717901,0.0587862022,0.0000000038,-0.1339892596,0.2540244460,-1.7540377378,-0.2356063426,-0.0566167533,0.0132295638,-0.1688725650,-0.0566269308,0.0095272455
11:55:35:58.862,61,0.0000000000,0.0000000000,0.0000000000,0.2763884068,0.1238693595,0.1061363444,0.1743340194,0.0000000000,0.0000000000,0.3858489990,0.0000000000,0.1221622452,0.1070409715,0.1742320359,0.0691195801,0.0447981842,0.0000000000,0.1831107438,0.2057082057,0.2255467772,0.2769848704,0.0130834756,0.0000000000,0.0000000000,0.0000000000,0.1574040055,0.1392618865,0.0219565853,0.0230064392,0.1389992088,0.1266968995,0.1055195332,0.0625256449,0.1448600441,0.0734089911,0.0445980690,0.0481943898,0.0961476117,0.1019544154,0.0288468674,0.0285468623,0.0203484111,0.0205756836,0.0990523994,0.0000000000,0.0000000000,0.0511450879,0.0709168017,0.1022945940,0.0625640824,0.0578483008,0.0000000071,-0.1386674941,0.2603285909,-1.7513545752,-0.2353606820,-0.0548160486,0.0127948802,-0.1685871482,-0.0548262447,0.0092082480
11:55:35:59.866,61,0.0000000000,0.0000000000,0.0000000000,0.2733311355,0.1319974214,0.1074275300,0.1773966551,0.0000000000,0.0000000000,0.3829313517,0.0000000000,0.1301945895,0.1084636673,0.1773337871,0.0662748218,0.0470131300,0.0000000000,0.1796557456,0.1970972270,0.2111390382,0.2530823946,0.0161388814,0.0000000000,0.0000000000,0.0000000000,0.1790155023,0.1541790664,0.0221315939,0.0232099928,0.1391985267,0.1269043088,0.1033075452,0.0622961186,0.1421743929,0.0716235638,0.0426256657,0.0460531898,0.0965564996,0.1019617319,0.0279405322,0.0275009982,0.0196278691,0.0198578071,0.1005385444,0.0000000000,0.0000000000,0.0480459742,0.0707625300,0.1018160135,0.0616522357,0.0566511564,0.0000000125,-0.1261390746,0.2569262087,-1.7521258593,-0.2335350960,-0.0583949983,0.0135282176,-0.1666890532,-0.0584051684,0.0097012091
11:55:36:00.866,61,0.0000000000,0.0000000000,0.0000000000,0.2718292773,0.1297023445,0.1087210029,0.1790433675,0.0000000000,0.0000000000,0.3814363480,0.0000000000,0.1279383451,0.1098049432,0.1789921969,0.0650093034,0.0478130169,0.0000000000,0.1750268042,0.1913617998,0.2061997056,0.1732890010,0.0170234852,0.0000000000,0.0000000000,0.0000000000,0.1602687389,0.1210954562,0.0234225281,0.0251429286,0.1609638929,0.1480285674,0.1017629877,0.0623042621,0.1244719476,0.0687112585,0.0414562374,0.0448427796,0.1495247036,0.1532384604,0.0275466871,0.0270682704,0.0266940258,0.0275197942,0.1010103300,0.0000000000,0.0000000000,0.0417323001,0.0708091781,0.1016326249,0.0610416606,0.0559382662,0.0000000216,-0.1261390746,0.2569262087,-1.7521258593,-0.2326365560,-0.0573707186,0.0132402238,-0.1657827795,-0.0573808961,0.0094793718
11:55:36:01.867,61,0.0000000000,0.0000000000,0.0000000000,0.2709245682,0.1245838180,0.1086449251,0.1777242422,0.0000000000,0.0000000000,0.3806112707,0.0000000000,0.1228914857,0.1097467169,0.1776828468,0.0661940277,0.0479490310,0.0000000000,0.2593082786,0.1938137710,0.2401084155,0.1570445448,0.0175071247,0.0000000000,0.0000000000,0.0000000000,0.1568531990,0.1201147288,0.0250805244,0.0276489276,0.1736794710,0.1650182605,0.1005808935,0.0623926297,0.1161798388,0.0671975911,0.0395605415,0.0426316261,0.1812144220,0.1858568192,0.0277681611,0.0272755809,0.0284090266,0.0293874200,0.1015572995,0.0000000000,0.0000000000,0.0358495228,0.0704578906,0.1009591520,0.0603591613,0.0552114621,0.0000000254,-0.1052438915,0.2499275506,-1.7566334009,-0.2321618795,-0.0551012605,0.0126899704,-0.1652516872,-0.0551114678,0.0090748109
11:55:36:02.869,61,0.0000000000,0.0000000000,0.0000000000,0.2694376111,0.1269932091,0.1079745814,0.1778114438,0.0000000000,0.0000000000,0.3790890276,0.0000000000,0.1252773255,0.1091072038,0.1777761579,0.0662289932,0.0485316440,0.0000000000,0.2239752412,0.2207374573,0.2230661511,0.2177361101,0.0187287666,0.0000000000,0.0000000000,0.0000000000,0.1551945955,0.1202555224,0.0258294381,0.0286142789,0.1704528630,0.1560211033,0.1004305482,0.0628246665,0.1129017100,0.0652924329,0.0385801941,0.0415898897,0.1221532449,0.1247990802,0.0273703784,0.0268665012,0.0288835838,0.0298752245,0.1020030901,0.0000000000,0.0000000000,0.0337497480,0.0700923577,0.1004077345,0.0597377084,0.0545896254,0.0000000220,-0.1018711552,0.2512909770,-1.7562906742,-0.2312201560,-0.0561585650,0.0128824338,-0.1643351614,-0.0561687574,0.0091984281
11:55:36:03.873,61,0.0000000000,0.0000000000,0.0000000000,0.2625941634,0.1323063225,0.1077254340,0.1754517853,0.0000000000,0.0000000000,0.3723468184,0.0000000000,0.1305560172,0.1088525280,0.1754283607,0.0663898364,0.0485085621,0.0000000000,0.2089417279,0.2210292071,0.1723865122,0.2197971493,0.0189146083,0.0000000000,0.0000000000,0.0000000000,0.1584361047,0.1306707859,0.0262221973,0.0290124007,0.1558880806,0.1441791952,0.1060558259,0.0634393394,0.1115036830,0.0639307573,0.0378756784,0.0408646315,0.1068988517,0.1102721021,0.0262809936,0.0258775353,0.0290859044,0.0300791077,0.1021907926,0.0000000000,0.0000000000,0.0324845687,0.0698771402,0.0998373479,0.0593037717,0.0540178157,0.0000000167,-0.1019991338,0.2499928921,-1.7546199560,-0.2270782739,-0.0584684275,0.0131773595,-0.1601401418,-0.0584785901,0.0093351677
11:55:36:04.872,61,0.0000000000,0.0000000000,0.0000000000,0.2525403202,0.1421718299,0.1072998717,0.1721849740,0.0000000000,0.0000000000,0.3623057306,0.0000000000,0.1403530687,0.1083923578,0.1721551418,0.0663117021,0.0426022187,0.0000000000,0.1404694617,0.1459656805,0.0834896266,0.1274752319,0.0182895847,0.0000000000,0.0000000000,0.0000000000,0.1595443785,0.1346675158,0.0261758994,0.0288461950,0.1278029531,0.1224061474,0.1082247049,0.0634573698,0.1106412038,0.0623895340,0.0366573371,0.0394720323,0.0764975622,0.0805450007,0.0231540259,0.0230033100,0.0289977677,0.0299793407,0.0952135175,0.0000000000,0.0000000000,0.0303847138,0.0678497925,0.0903335512,0.0580129959,0.0521824919,0.0000000077,-0.1051890403,0.2493463308,-1.7545212507,-0.2208981812,-0.0627676994,0.0137700038,-0.1539690048,-0.0627777651,0.0096400548
11:55:36:05.873,61,0.0000000000,0.0000000000,0.0000000000,0.2521689236,0.1500157863,0.1067366749,0.1703667045,0.0000000000,0.0000000000,0.3616409898,0.0000000000,0.1481069028,0.1077807248,0.1703357697,0.0564159527,0.0385045595,0.0000000000,0.0929953977,0.1017697826,0.0558262207,0.0904951990,0.0178303607,0.0000000000,0.0000000000,0.0000000000,0.1457350552,0.1253923178,0.0254786480,0.0270588156,0.0994904861,0.0918827355,0.0899677947,0.0554804131,0.1010488719,0.0577096641,0.0336950235,0.0360689647,0.0602281354,0.0621189885,0.0206240229,0.0205767695,0.0278934389,0.0287360437,0.0850074068,0.0000000000,0.0000000000,0.0275492780,0.0617995262,0.0785259977,0.0537369214,0.0481600724,0.0000000010,-0.1008351371,0.2434796840,-1.7563716173,-0.2204451859,-0.0662288219,0.0145020569,-0.1537087411,-0.0662388206,0.0101559488
11:55:36:06.875,61,0.0000000000,0.0000000000,0.0000000000,0.2543132901,0.1539222747,0.1053380445,0.1687606424,0.0000000000,0.0000000000,0.3635520041,0.0000000000,0.1519557834,0.1062131599,0.1687309146,0.0439306982,0.0365831107,0.0000000000,0.0736479610,0.0835548341,0.0414719693,0.0728101954,0.0174028780,0.0000000000,0.0000000000,0.0000000000,0.1217935905,0.0985714793,0.0239644945,0.0245776866,0.0870511308,0.0797473118,0.0684224963,0.0447524153,0.0907398015,0.0533402339,0.0306350216,0.0327370577,0.0510286056,0.0518226400,0.0189400893,0.0189388413,0.0262278095,0.0269065127,0.0770041868,0.0000000000,0.0000000000,0.0251715332,0.0566898435,0.0717708170,0.0499533825,0.0446954072,0.0000000011,-0.0952202380,0.2345496267,-1.7601366043,-0.2215851843,-0.0679674670,0.0149595700,-0.1549980938,-0.0679774210,0.0105100414
11:55:36:07.878,61,0.0000000000,0.0000000000,0.0000000000,0.2449420094,0.1494545043,0.1021756232,0.1666319370,0.0000000000,0.0000000000,0.3545219898,0.0000000000,0.1475955099,0.1028262973,0.1666072458,0.0385802202,0.0353124626,0.0000000000,0.0640038848,0.0744692162,0.0341880769,0.0638268515,0.0170009155,0.0000000000,0.0000000000,0.0000000000,0.1126305312,0.0903599337,0.0227048043,0.0227955580,0.0806838199,0.0736221671,0.0607287027,0.0402171873,0.0828931406,0.0491372645,0.0282663982,0.0301944073,0.0465405136,0.0469029211,0.0178005677,0.0178236179,0.0235780329,0.0240602866,0.0724292770,0.0000000000,0.0000000000,0.0234315824,0.0534020215,0.0678892657,0.0476431921,0.0425724462,0.0000000009,-0.0940853953,0.2312791497,-1.7629532814,-0.2161091268,-0.0659365728,0.0141584165,-0.1493061483,-0.0659465566,0.0098236138
11:55:36:08.878,61,0.0000000000,0.0000000000,0.0000000000,0.2449005097,0.1589948237,0.1009489968,0.1655698121,0.0000000000,0.0000000000,0.3544593751,0.0000000000,0.1570201218,0.1015181392,0.1655474305,0.0359591618,0.0344338231,0.0000000000,0.0596090779,0.0706575662,0.0307289530,0.0589623414,0.0167038143,0.0000000000,0.0000000000,0.0000000000,0.1081857756,0.0861374661,0.0218361560,0.0216927547,0.0775439963,0.0705217868,0.0571115650,0.0380436592,0.0768654123,0.0449617766,0.0266510192,0.0284815561,0.0444048159,0.0445316136,0.0168815106,0.0169168487,0.0212325789,0.0215830132,0.0700766370,0.0000000000,0.0000000000,0.0222111400,0.0517040603,0.0659023523,0.0462680086,0.0412849113,0.0000000009,-0.0933420360,0.2300493717,-1.7653900385,-0.2160108685,-0.0701457113,0.0150582455,-0.1492386758,-0.0701556578,0.0104478830
